date,chamber,avg_leafmass,avg_leafarea,leaves,total_leaf_mass,total_leaf_area,branch_mass,canopy_position,purpose,collector,notes
2014-02-20,C08,NA,NA,32,NA,NA,NA,"9 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","8 leaf stored in -80 freezer for carbs, buidling s8"
2014-02-20,C08,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-20,C09,NA,NA,32,NA,NA,NA,"10 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","9 leaf stored in -80 freezer for carbs, buidling s8"
2014-02-20,C09,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-20,C10,NA,NA,32,NA,NA,NA,"11 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","10 leaf stored in -80 freezer for carbs, buidling s8"
2014-02-20,C10,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-20,C11,NA,NA,32,NA,NA,NA,"12 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","11 leaf stored in -80 freezer for carbs, buidling s8"
2014-02-20,C11,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-20,C12,NA,NA,32,NA,NA,NA,"13 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","12 leaf stored in -80 freezer for carbs, buidling s8"
2014-02-20,C12,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-24,C01,41.94,0.3,1,0.3,41.94,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C01,56.98,0.52,1,0.52,56.98,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C01,48.88,0.43,1,0.43,48.88,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C01,80.1,0.59,1,0.59,80.1,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C02,34.25,0.25,1,0.25,34.25,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C02,45.9,0.48,1,0.48,45.9,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C02,54.33,0.55,1,0.55,54.33,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C02,37.33,0.33,1,0.33,37.33,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C03,36.32,0.29,1,0.29,36.32,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C03,44.15,0.45,1,0.45,44.15,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C03,40.22,0.36,1,0.36,40.22,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C03,43.45,0.45,1,0.45,43.45,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C04,32.79,0.29,1,0.29,32.79,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C04,33.89,0.43,1,0.43,33.89,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C04,43.45,0.83,1,0.83,43.45,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C04,55.98,0.36,1,0.36,55.98,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C05,40.08,0.5,1,0.5,40.08,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C05,37.76,0.44,1,0.44,37.76,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C05,36.25,0.36,1,0.36,36.25,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C05,40.68,0.58,1,0.58,40.68,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C06,39.9,0.33,1,0.33,39.9,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C06,29.17,0.25,1,0.25,29.17,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C06,45.16,0.38,1,0.38,45.16,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C06,24.67,0.21,1,0.21,24.67,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C07,55.49,0.69,1,0.69,55.49,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C07,58.61,0.7,1,0.7,58.61,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C07,45.99,0.49,1,0.49,45.99,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C07,49.04,0.68,1,0.68,49.04,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C08,63.55,0.63,1,0.63,63.55,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C08,50.12,0.5,1,0.5,50.12,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C08,45.07,0.38,1,0.38,45.07,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C08,50.23,0.66,1,0.66,50.23,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C09,37.12,0.43,1,0.43,37.12,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C09,60.99,0.55,1,0.55,60.99,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C09,55.22,0.61,1,0.61,55.22,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C09,52.56,0.54,1,0.54,52.56,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C10,29.77,0.26,1,0.26,29.77,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C10,25.38,0.31,1,0.31,25.38,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C10,45.76,0.41,1,0.41,45.76,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C10,33.84,0.36,1,0.36,33.84,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C11,38.97,0.42,1,0.42,38.97,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C11,29.39,0.34,1,0.34,29.39,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C11,40.25,0.61,1,0.61,40.25,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C11,45.82,0.54,1,0.54,45.82,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C12,50.22,0.48,1,0.48,50.22,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C12,35.09,0.38,1,0.38,35.09,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-24,C12,53.67,0.64,1,0.64,53.67,NA,sun,water potential,"campany, courtney",dried/ground
2014-02-24,C12,41.36,0.48,1,0.48,41.36,NA,shade,water potential,"campany, courtney",dried/ground
2014-02-25,C01,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C01,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C02,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C02,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C03,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C03,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C04,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C04,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C05,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C05,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C06,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C06,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C07,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C07,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C08,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C08,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C09,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C09,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C10,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C10,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C11,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C11,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-02-25,C12,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-02-25,C12,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C01,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C01,NA,NA,32,NA,NA,NA,"14 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","13 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C01,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C02,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C02,NA,NA,32,NA,NA,NA,"15 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","14 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C02,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C03,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C03,NA,NA,32,NA,NA,NA,"16 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","15 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C03,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C04,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C04,NA,NA,32,NA,NA,NA,"17 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","16 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C04,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C05,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C05,NA,NA,32,NA,NA,NA,"18 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","17 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C05,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C06,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C06,NA,NA,32,NA,NA,NA,"19 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","18 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C06,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C07,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C07,NA,NA,32,NA,NA,NA,"20 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","19 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C07,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C08,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C08,NA,NA,32,NA,NA,NA,"21 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","20 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C08,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C09,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C09,NA,NA,32,NA,NA,NA,"22 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","21 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C09,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C10,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C10,NA,NA,32,NA,NA,NA,"23 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","22 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C10,NA,NA,5,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C11,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C11,NA,NA,32,NA,NA,NA,"24 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","23 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C11,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-04,C12,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-03-04,C12,NA,NA,32,NA,NA,NA,"25 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","24 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-04,C12,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C01,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C02,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C03,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C04,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C05,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C06,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C07,NA,NA,3,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C08,NA,NA,3,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C09,NA,NA,3,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C10,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C11,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-12,C12,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C01,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C02,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C03,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C04,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C05,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C06,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C07,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C08,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C09,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C10,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C11,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-18,C12,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C01,NA,NA,32,NA,NA,NA,"26 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","25 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C01,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C02,NA,NA,32,NA,NA,NA,"27 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","26 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C02,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C03,NA,NA,32,NA,NA,NA,"28 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","27 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C03,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C04,NA,NA,32,NA,NA,NA,"29 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","28 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C04,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C05,NA,NA,32,NA,NA,NA,"30 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","29 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C05,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C06,NA,NA,32,NA,NA,NA,"31 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","30 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C06,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C07,NA,NA,32,NA,NA,NA,"32 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","31 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C07,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C08,NA,NA,32,NA,NA,NA,"33 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","32 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C08,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C09,NA,NA,32,NA,NA,NA,"34 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","33 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C09,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C10,NA,NA,32,NA,NA,NA,"35 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","34 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C10,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C11,NA,NA,32,NA,NA,NA,"36 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","35 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C11,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-24,C12,NA,NA,32,NA,NA,NA,"37 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","36 leaf stored in -80 freezer for carbs, buidling s8"
2014-03-24,C12,NA,NA,2,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-03-26,C01,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C02,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C03,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C04,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C05,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C06,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C07,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C08,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C09,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C10,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C11,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-26,C12,NA,NA,2,NA,NA,NA,upper canopy,Kleaf,blackman,
2014-03-30,C01,53.73,0.43,1,0.43,53.73,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C01,46.62,0.42,1,0.42,46.62,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C01,31.99,0.28,1,0.28,31.99,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C01,59.16,0.52,1,0.52,59.16,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C02,49.62,0.52,1,0.52,49.62,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C02,38.94,0.39,1,0.39,38.94,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C02,37.65,0.43,1,0.43,37.65,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C02,32.74,0.24,1,0.24,32.74,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C03,52.34,0.48,1,0.48,52.34,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C03,43.07,0.38,1,0.38,43.07,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C03,46.24,0.4,1,0.4,46.24,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C03,47.67,0.48,1,0.48,47.67,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C04,35.46,0.4,1,0.4,35.46,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C04,50.72,0.51,1,0.51,50.72,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C04,38.21,0.44,1,0.44,38.21,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C04,52.8,0.58,1,0.58,52.8,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C05,46.58,0.63,1,0.63,46.58,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C05,39.63,0.42,1,0.42,39.63,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C05,44.75,0.67,1,0.67,44.75,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C05,49.66,0.64,1,0.64,49.66,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C06,29.53,0.27,1,0.27,29.53,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C06,44.18,0.38,1,0.38,44.18,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C06,44.1,0.41,1,0.41,44.1,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C06,33.58,0.3,1,0.3,33.58,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C07,46.69,0.62,1,0.62,46.69,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C07,53.24,0.64,1,0.64,53.24,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C07,53.63,0.63,1,0.63,53.63,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C07,55.38,0.79,1,0.79,55.38,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C08,45,0.5,1,0.5,45,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C08,52.81,0.55,1,0.55,52.81,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C08,58.81,0.61,1,0.61,58.81,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C08,56.77,0.7,1,0.7,56.77,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C09,52.02,0.49,1,0.49,52.02,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C09,47.78,0.54,1,0.54,47.78,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C09,49.89,0.46,1,0.46,49.89,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C09,52.15,0.51,1,0.51,52.15,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C10,49.75,0.41,1,0.41,49.75,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C10,29.07,0.4,1,0.4,29.07,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C10,51.82,0.52,1,0.52,51.82,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C10,28.12,0.3,1,0.3,28.12,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C11,45.25,0.57,1,0.57,45.25,NA,sun,water potential,"campany, courtney",dried/ground
